account_id,account_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_inline_post_engagement,cost_per_unique_click,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_post_engagement,objective,optimization_goal,quality_ranking,reach,social_spend,spend
525510428828068,Tedavi Tour - OU,23851706892910348,[EN] Page Like,24,UNKNOWN,1.324444,0.541818,0.496667,21.060071,28.653846,4.240283,2023-02-01,2023-02-12,UNKNOWN,1.360577,566,9,PAGE_LIKES,Unknown Optimization Goal,UNKNOWN,416,0.0,11.92
