account_id,account_name,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_inline_post_engagement,cost_per_unique_click,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_post_engagement,objective,optimization_goal,quality_ranking,reach,social_spend,spend
525510428828068,Tedavi Tour - OU,23851706892930348,[EN] Page Like--FB|01.09 - Broad(Tooth&Brand&Travel),23851706892920348,[EN] Page Like--FB-Broad(Tooth&Brand&Travel),23851706892910348,[EN] Page Like,10,UNKNOWN,0.882,0.441,0.441,29.205298,36.147541,6.622517,2023-02-01,2023-02-12,UNKNOWN,1.237705,151,5,PAGE_LIKES,PAGE_LIKES,UNKNOWN,122,0.0,4.41
525510428828068,Tedavi Tour - OU,23851706927840348,[EN] Page Like--FB|01.09 - Broad(Tooth&Brand&Travel),23851706892920348,[EN] Page Like--FB-Broad(Tooth&Brand&Travel),23851706892910348,[EN] Page Like,14,UNKNOWN,1.8775,0.625833,0.536429,18.096386,24.86755,3.373494,2023-02-01,2023-02-12,UNKNOWN,1.374172,415,4,PAGE_LIKES,PAGE_LIKES,UNKNOWN,302,0.0,7.51
